instance,run,algorithm,cost,makespan
sdmk02,1,EDA-VNS,1120.0,46.0
sdmk02,1,H-GA-TS,1129.0,51.0
sdmk02,1,H-GA-TS,1148.0,46.0
sdmk02,2,EDA-TS,988.0,35.0
sdmk02,2,EDA-TS,922.0,36.0
sdmk02,2,EDA-TS,1067.0,34.0
sdmk02,2,EDA-TS,881.0,38.0
sdmk02,2,EDA,1179.0,57.0
sdmk02,2,EDA,1197.0,47.0
sdmk02,2,NSGA-II,1190.0,62.0
sdmk02,2,NSGA-II,1268.0,48.0
sdmk02,2,NSGA-II,1201.0,50.0
sdmk02,2,NSGA-II,1386.0,46.0
sdmk02,2,EDA-VNS,1103.0,54.0
sdmk02,2,EDA-VNS,1135.0,45.0
sdmk02,2,EDA-VNS,1214.0,41.0
sdmk02,2,H-GA-TS,1113.0,44.0
sdmk03,1,EDA-TS,3837.0,152.0
sdmk03,1,EDA-TS,3837.0,152.0
sdmk03,1,EDA-TS,4921.0,142.0
sdmk03,1,EDA-TS,4814.0,147.0
sdmk03,1,EDA-TS,3837.0,152.0
sdmk03,1,EDA,6994.0,243.0
sdmk03,1,EDA,6565.0,256.0
sdmk03,1,EDA,6045.0,287.0
sdmk03,1,EDA,6294.0,278.0
sdmk03,1,EDA,6550.0,257.0
sdmk03,1,EDA,6305.0,272.0
sdmk03,1,NSGA-II,6455.0,229.0
sdmk03,1,NSGA-II,6646.0,227.0
sdmk03,1,EDA-VNS,5742.0,244.0
sdmk03,1,EDA-VNS,5744.0,229.0
sdmk03,1,H-GA-TS,6397.0,210.0
sdmk03,1,H-GA-TS,5937.0,222.0
sdmk03,2,EDA-TS,3900.0,171.0
sdmk03,2,EDA-TS,3922.0,164.0
sdmk03,2,EDA-TS,4651.0,150.0
sdmk03,2,EDA-TS,3922.0,164.0
sdmk03,2,EDA-TS,3922.0,164.0
sdmk03,2,EDA-TS,4723.0,145.0
sdmk03,2,EDA-TS,4651.0,150.0
sdmk03,2,EDA-TS,3900.0,171.0
sdmk03,2,EDA-TS,3838.0,174.0
sdmk03,2,EDA-TS,3793.0,188.0
sdmk03,2,EDA-TS,4651.0,150.0
sdmk03,2,EDA-TS,4651.0,150.0
sdmk03,2,EDA,6559.0,232.0
sdmk03,2,EDA,6191.0,252.0
sdmk03,2,NSGA-II,6239.0,237.0
sdmk03,2,NSGA-II,6429.0,235.0
sdmk03,2,NSGA-II,6611.0,225.0
sdmk03,2,NSGA-II,6540.0,227.0
sdmk03,2,EDA-VNS,6081.0,229.0
sdmk03,2,EDA-VNS,6081.0,229.0
sdmk03,2,H-GA-TS,6176.0,231.0
sdmk03,2,H-GA-TS,6240.0,218.0
sdmk03,2,H-GA-TS,6120.0,236.0
sdmk03,2,H-GA-TS,6022.0,237.0
sdmk04,1,EDA-TS,2058.0,93.0
sdmk04,1,EDA-TS,2359.0,66.0
sdmk04,1,EDA-TS,2251.0,69.0
sdmk04,1,EDA-TS,2102.0,84.0
sdmk04,1,EDA-TS,2359.0,66.0
sdmk04,1,EDA-TS,2058.0,93.0
sdmk04,1,EDA-TS,2422.0,60.0
sdmk04,1,EDA-TS,2217.0,70.0
sdmk04,1,EDA-TS,2359.0,66.0
sdmk04,1,EDA-TS,2102.0,84.0
sdmk04,1,EDA-TS,2156.0,78.0
sdmk04,1,EDA-TS,2105.0,82.0
sdmk04,1,EDA-TS,2170.0,77.0
sdmk04,1,EDA-TS,2359.0,66.0
sdmk04,1,EDA-TS,2251.0,69.0
sdmk04,1,EDA,2372.0,87.0
sdmk04,1,EDA,2418.0,72.0
sdmk04,1,NSGA-II,2440.0,75.0
sdmk04,1,NSGA-II,2343.0,79.0
sdmk04,1,NSGA-II,2541.0,73.0
sdmk04,1,EDA-VNS,2293.0,69.0
sdmk04,1,H-GA-TS,2687.0,74.0
